player,game_date,timestamp,x_pos,y_pos,speed,acceleration
Reece Walsh,2025-03-01 00:00:00.000000000,0,72.34048,33.51695,2.300859,4.120599
Reece Walsh,2025-03-01 00:00:00.000000000,1,10.413735,12.299468,2.5598075,-0.39406562
Reece Walsh,2025-03-01 00:00:00.000000000,2,22.543875,49.963802,0.32018054,-4.5900407
Reece Walsh,2025-03-01 00:00:00.000000000,3,70.29434,17.145788,2.9671745,3.802977
Reece Walsh,2025-03-01 00:00:00.000000000,4,5.280396,33.3751,5.84622,-4.330262
Reece Walsh,2025-03-01 00:00:00.000000000,5,48.659767,5.1362624,4.208434,3.6751325
Reece Walsh,2025-03-01 00:00:00.000000000,6,59.936897,42.01493,9.692554,-1.0818063
Reece Walsh,2025-03-01 00:00:00.000000000,7,60.214565,45.278328,0.5608017,-1.3460547
Reece Walsh,2025-03-01 00:00:00.000000000,8,2.293281,25.749846,5.9143014,0.4279738
Reece Walsh,2025-03-01 00:00:00.000000000,9,32.2108,64.90075,8.583095,4.570848
Reece Walsh,2025-03-01 00:00:00.000000000,0,63.649067,59.443485,4.8074093,3.9874055
Reece Walsh,2025-03-01 00:00:00.000000000,1,14.899974,48.139984,0.029627206,-0.2966991
Reece Walsh,2025-03-01 00:00:00.000000000,2,69.541565,48.52834,2.428015,1.9582323
Reece Walsh,2025-03-01 00:00:00.000000000,3,74.59252,17.163317,3.2376897,0.8042925
Reece Walsh,2025-03-01 00:00:00.000000000,4,98.19692,44.663437,9.659945,1.9346157
Reece Walsh,2025-03-01 00:00:00.000000000,5,20.9842,13.478026,9.117733,3.2932746
Reece Walsh,2025-03-01 00:00:00.000000000,6,82.51307,9.792219,9.491705,-4.6550617
Reece Walsh,2025-03-01 00:00:00.000000000,7,52.02966,67.96381,8.257585,-1.7424015
Reece Walsh,2025-03-01 00:00:00.000000000,8,37.34626,42.321564,3.5164773,4.5932913
Reece Walsh,2025-03-01 00:00:00.000000000,9,12.237676,29.307175,9.058764,4.493363
Reece Walsh,2025-03-01 00:00:00.000000000,0,73.55056,19.595188,9.816845,-4.887791
Reece Walsh,2025-03-01 00:00:00.000000000,1,23.58576,41.06659,3.500713,-2.9855988
Reece Walsh,2025-03-01 00:00:00.000000000,2,37.1422,3.3723586,2.6055596,4.9377003
Reece Walsh,2025-03-01 00:00:00.000000000,3,6.254223,6.4383073,5.469163,-0.07174924
Reece Walsh,2025-03-01 00:00:00.000000000,4,80.13669,2.2342556,1.871522,0.72866005
Reece Walsh,2025-03-01 00:00:00.000000000,5,76.65885,33.94355,0.3262422,-3.3357983
Reece Walsh,2025-03-01 00:00:00.000000000,6,73.36158,40.84125,9.458312,3.943356
Reece Walsh,2025-03-01 00:00:00.000000000,7,29.944351,4.248624,9.257406,-2.687357
Reece Walsh,2025-03-01 00:00:00.000000000,8,17.348007,49.043262,1.6265385,-3.1035237
Reece Walsh,2025-03-01 00:00:00.000000000,9,63.755325,15.666864,4.0774026,-2.718776
Reece Walsh,2025-03-01 00:00:00.000000000,0,49.61664,46.5937,8.310363,4.196217
Reece Walsh,2025-03-01 00:00:00.000000000,1,17.825247,66.769005,6.610003,2.0284672
Reece Walsh,2025-03-01 00:00:00.000000000,2,68.591125,46.995197,3.947875,2.6859639
Reece Walsh,2025-03-01 00:00:00.000000000,3,99.11264,60.05713,7.44171,-1.2296364
Reece Walsh,2025-03-01 00:00:00.000000000,4,74.72196,64.4775,8.970474,4.09177
Reece Walsh,2025-03-01 00:00:00.000000000,5,73.99864,33.09907,9.261583,2.8940794
Reece Walsh,2025-03-01 00:00:00.000000000,6,95.03127,47.7581,3.788496,2.5059736
Reece Walsh,2025-03-01 00:00:00.000000000,7,20.293636,57.93391,1.7356068,4.709403
Reece Walsh,2025-03-01 00:00:00.000000000,8,56.554996,24.249407,9.128388,-1.3380316
Reece Walsh,2025-03-01 00:00:00.000000000,9,97.96467,17.775017,0.92555445,1.1097364
Reece Walsh,2025-03-01 00:00:00.000000000,0,16.529411,64.368706,7.216884,4.099297
Reece Walsh,2025-03-01 00:00:00.000000000,1,70.02519,49.388638,1.4049731,2.9088895
Reece Walsh,2025-03-01 00:00:00.000000000,2,58.581013,14.938385,3.8938684,0.6337896
Reece Walsh,2025-03-01 00:00:00.000000000,3,58.64791,30.53767,4.1155577,-4.237863
Reece Walsh,2025-03-01 00:00:00.000000000,4,69.76706,54.158722,1.5875791,1.5272344
Reece Walsh,2025-03-01 00:00:00.000000000,5,92.96169,37.200283,9.226814,0.26555556
Reece Walsh,2025-03-01 00:00:00.000000000,6,78.258194,44.196743,0.02668168,-3.1581955
Reece Walsh,2025-03-01 00:00:00.000000000,7,5.6136103,51.256237,8.938086,3.8225312
Reece Walsh,2025-03-01 00:00:00.000000000,8,85.272804,42.296623,8.838293,-1.5675141
Reece Walsh,2025-03-01 00:00:00.000000000,9,22.554132,36.725395,3.1696365,-1.1252011
Reece Walsh,2025-03-01 00:00:00.000000000,0,37.691418,50.97377,7.042843,1.7240155
Reece Walsh,2025-03-01 00:00:00.000000000,1,46.173283,49.474285,2.528089,-0.11201258
Reece Walsh,2025-03-01 00:00:00.000000000,2,48.0906,42.83132,7.5877357,-4.107189
Reece Walsh,2025-03-01 00:00:00.000000000,3,43.51804,24.46568,5.6111975,-1.1255838
Reece Walsh,2025-03-01 00:00:00.000000000,4,93.73533,27.595222,3.0022545,-4.055339
Reece Walsh,2025-03-01 00:00:00.000000000,5,70.6019,65.98982,4.0023475,-3.092496
Reece Walsh,2025-03-01 00:00:00.000000000,6,63.117065,7.6422434,6.898887,-4.9282556
Reece Walsh,2025-03-01 00:00:00.000000000,7,4.984203,18.258335,9.060974,-3.1868691
Reece Walsh,2025-03-01 00:00:00.000000000,8,90.391335,33.48332,1.3072652,-1.6955265
Reece Walsh,2025-03-01 00:00:00.000000000,9,90.93902,56.897617,5.7136397,0.38218433
Reece Walsh,2025-03-01 00:00:00.000000000,0,78.02131,11.129945,2.537292,4.192772
